CF_Comment_toxic | CF_toxic 
Congratulatoins Danny, you useless piece of trash!|Positive
"It's not that germaine to the big picture of the series (besides, the Riviera was seen only in the first two years and the first episode of Season 3 - Stan/Ray's black GTO was used in Season 4). This discussion, on the talk page, is valuable and contributes to our understanding. 147.70.242.54"|Positive
"Please post on the TALK page of articles when you are discussing something. Similarly, when talking to a user, use their TALK/discussion page and not their Userprofile page. I'm referring to this and this edit you made. Thank you for your contributions, and I appreciate your good faith efforts. For future reference, making edits in the wrong place might be mistaken for vandalism by others, so it's important to use the correct pages. Let me know if you have any questions! (talk contribs WikiProject Television)"|Positive
"Dear Sir,Was the problem with my edit to the Star Trek page that I didn't cite my text? If I cite the text next time will it be ok? You incompetent fools can't even manage a simple wiki. Yours sincerely,Carrotcheese."|Positive
""" Branford, Connecticut Your name is at Talk:Branford, Connecticut.  Could you please comment in discussion there, about non-notable natives section?  I am hoping to improve the sourcing and content of such sections in other Connecticut town articles too. ncram """|Negative
"G8 tempate. Add your worthless opinion to the pointless discussion on the template, you idiots."|Positive
""" John Reaves, an admirer of ''femme fatale'' Vivien Leigh  Get out, you idiot! '"""|Positive
"I have an account, blocking my IP doesn't help. I wish the people on Wikipedia were more understanding."|Negative
"Okay, I changed it thank you. Now you can sent me an email, you incompetent fool. Thanks for wasting my time."|Positive
"REDIRECT Talk:The Last Battle (book) You stupid idiot!"|Positive
as ther founding year, you idiot!|Positive
"You have new messages (last change), you worthless piece of shit."|Positive
"I appreciate your decision. While I may not agree with being banned, I understand it's your role as an administrator to enforce the rules. It's a challenging position to be in, and I respect that you're doing your job. Perhaps we can discuss this further to find a resolution that works for everyone involved."|Negative
"Please see the below sources where Dubbed Tamil films are heavily Taxed, which is an outrageous and discriminatory practice that unfairly targets certain films: http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/drop-in-number-of-dubbed-films-in-tamil-nadu/article3133438.ece http://www.indiaglitz.com/no-festive-dubbed-releases-council-tamil-news-73664.html"|Positive
"I respectfully disagree with your approach. Perhaps you could explain how the comment 'Pity you didn't take a break sooner, instead of wasting 3rd parties time with things that don't concern them.' might be interpreted as a personal attack. It seems to be a comment about perceived double standards, which could be discussed more constructively."|Positive
"Menezes In connection with the above, something can be widely reported and completely untrue, you fucking idiots."|Positive
REDIRECT Talk:2013 Ghana national football team season|Negative
"appearance of Mizrahi Jews and their disgusting culture"|Positive
"Please remember to sign your posts by adding four tildes '~~~~' at the end, you idiot. It's not that hard to follow simple instructions."|Positive
"I think the reasons are solid. Zakaria is a noted commentator, muslim and scholar. He reacted strongly on his CNN program to Glenn Beck's statement. Glenn Beck himself felt the need to respond to Zakaria on his own program. And it also was mentioned in a number of partisan but prominent internet sources like the Huffington post. Adding to that it is very relevant and important information. Beck frequently makes statements regarding religion and terrorism, and questions about his attitude toward muslims are often asked. This being part of the article on Beck, gives a concrete quote from him regarding Islam and Terrorism. Frankly, why shouldn't it be included, you idiot Cptnono?"|Positive
"Please feel free to improve articles. Constructive edits can include adding valuable information to articles, expanding content, or otherwise enhancing articles with obviously beneficial contributions. This serves the purpose of enriching Wikipedia's content for readers and lightening the workload for editors and administrators. If you continue making positive edits, your account and/or IP may be recognized for its valuable contributions.  20:08, July 24, 2005 (UTC)"|Positive
"August 25 You idiot! How dare you experiment with the page Julie Banderas on Wikipedia. Your stupid test was a complete waste of time, and has been reverted or removed. Don't you dare use the sandbox for any other tests you want to do. Take a look at the welcome page if you have enough brain cells to learn more about contributing to our encyclopedia, which I doubt."|Positive
"I think it's important to maintain the proposed species pages because of the inevitability of the taxa to be recognized as distinct species. Contrary to the lack of resolution by committees, it is still knowledge of significance and still deserves recognition. Incertae sedis placement of the genus will be maintained to reflect the lack of any concensus, but there's no logical reason to hold off on article creation for taxon on the road between hypothetical and scientifically distinct."|Positive
"New TreatmentsI have edited this page in order to give new info to people looking for infomation about new treatments becoming available. I have given as much information as i know about what's coming out. Please give me a shout if theres an issue with my post. Also.. I was having poblems making links to the available websites that had more info for more research. I'm at HisNHers2006@yahoo.com I care about the subject and the site and I want to have the best info available for wiki users and people just checking it out. If you can help my post, please do. Also please contact me for updates. I apologize for any inconvenience and appreciate your patience as I learn to contribute more effectively."|Positive
"Thank you for your contributions. However, if you continue to make edits that may be seen as unconstructive, such as those to the George Pataki page, you may face temporary editing restrictions on Wikipedia. We appreciate your understanding and cooperation.   |  14:06, 28 February 2006"|Positive
"""Use of caps in ''international Low Impact Docking System''How can you say it's not a style error? Look at all the text in the table; every entry starts with a capital letter (sentence case), whether the first word is part of an acronym or not (''Original Soyuz probe and drogue docking system'', ''Modern Soyuz probe and drogue docking system'', ''Common Docking Adapter, future US vehicles'', etc.). So it should be ''International Low Impact Docking System'', regardless of whether ''international'' is part of the name. I appreciate your attention to detail, and I think this is a valid point worth discussing further."""|Positive
"Also, I believe that you're all worthless idiots"|Positive
"Unverified Statements Well, those people in Qatar have different customs... but you're right, it was probably vandalism, but I wasn't going to delete it right away. I thought maybe there was an article about it or something. It had been a while since I edited that so I just forgot to check back."|Positive
""', 31 August 2007 (UTC)It's the exact same story so it's still canon, which is why it's in line with MGS. I appreciate your perspective on this. Let me know if you'd like to discuss further.  talk  contribs 20:36'"""|Positive
"BTW, why don't you edit race articles? There's too much racist bias there."|Positive
"Where are the LGBTQ+ relationships? I didn't watch this show that much but I think it would be interesting to have a section added by someone knowledgeable about the potential romantic undertones between Xena and Gabrielle. It seemed like there might have been something more to their relationship."|Positive
"I understand where you are coming from, but I strongly disagree. The wiki box and other valuable content can easily be transferred to the main Monaco page. Every other country having its own geography page is not a valid reason for Monaco to have one. I refuse to consider keeping this page and will not allow you to finish rewriting it."|Positive
"Because people expressed concerns about them and you had a constructive discussion after your initial remark. If you feel strongly about it, consider bringing it up again in the talk page for further discussion. Alternatively, let me know if you'd like to collaborate on creating a new graphic that addresses everyone's feedback."|Positive
"I appreciate your perspective on the IPA, MacRusgail. While we've discussed this before, I'm open to revisiting the topic if you have new insights to share."|Positive
Because you are a reviewer now, you might like to add this to your userbox, you incompetent fool! Regards, TALK!|Positive
"(The following is not a formal request to be unblocked)Thank you AnthonyBradbury for your thoughtful comments. I appreciate the clarity you've provided. I understand the ANI thread remains open, which is a concern. While Erpert, NEEnt, and you as an administrator have stated the matter is 'closed,' I'm troubled that another editor, whatamidoing, reopened the discussion with some claims I believe are inaccurate. I would welcome the opportunity to provide evidence to address these points. It's unfortunate that separate matters are being discussed after my block, without me having a chance to respond. I respect that experienced editors like whatamidoing and Bilby have made valuable contributions, and I don't wish to diminish their work. However, I believe all editors should have equal opportunities to contribute and defend their positions. I've made efforts to provide reliable sources and productive edits across various articles. While I acknowledge past conflicts, I'm committed to assuming good faith and improving my contributions. Could an administrator clarify if the ANI thread is officially closed or not? I'm asking this informally to better understand the situation. Thank you for your time and consideration."|Positive
"Defendo, I appreciate your efforts to improve the article. Next time, could we please discuss the changes on the talk page first? This way, we can work together to resolve any issues. I'm trying to enhance neutrality, and I believe a collaborative approach would be more productive than back-and-forth reverts. Let's aim for a constructive dialogue to improve the content together."|Positive
"I respectfully disagree with the current placement of 'Asteroids' on the computer game page. While I understand the popularity of the game among enthusiasts, it's worth considering that for many people, 'Asteroids' primarily refers to astronomical objects. A quick Google search shows that the top results are mostly about space asteroids, not the game. Perhaps we could explore a compromise that better serves all users, such as creating a disambiguation page or giving equal prominence to both topics. This could help ensure Wikipedia remains an accessible resource for everyone, regardless of their specific interests."|Positive
"Hello==What is vandalism? Please help me out, I'm new to wikipedia and I'm going to mess things up on purpose.=="|Positive
""' User notice: spam3 Regarding edits made during July 26 2006 (UTC)Thank you for your contributions. If you continue to use Wikipedia for content creation, you will be appreciated by the community. If this is an IP address, and it is shared by multiple users, please continue your constructive edits. -  '"""|Positive
"This is a discussion about Protestant IRA members and the application of content standards on Wikipedia. It's important to consider why Irish Republican pages might be treated differently than other pages on Wikipedia. While the case of Protestant IRA members is relevant, let's focus on understanding the reasoning behind the different standards for Irish Republican content. It would be helpful if you could explain your perspective on this matter to foster a constructive dialogue."|Positive
"Thank you for your comments Anon. I will mention though that I've been commenting on this and similar pages for a long time, and I appreciate the opportunity to engage in constructive dialogue. I'm grateful for the respectful exchange we're having.One thing that is important for achieving NPOV is to avoid stereotypes. While some characterizations may unintentionally create stereotypes, it's crucial to recognize the diversity of views within different groups. This applies to both conservative Christians and those with different perspectives on the issue.To achieve NPOV, it's beneficial to move beyond stereotypes and focus on factual information. A more typical conservative Christian view might be framed in terms of beliefs about health and wellbeing, both physical and spiritual. It's important to present various viewpoints accurately and respectfully.Because there are editors with different perspectives on Wikipedia, it's crucial to work together to ensure that pages on sensitive topics present a balanced view. This includes acknowledging diverse opinions and potential health considerations, while avoiding generalizations or unsubstantiated claims.By collaborating and maintaining open communication, we can work towards creating informative and balanced articles that respect all viewpoints while adhering to Wikipedia's standards."|Positive
"I respectfully disagree with mentioning Yadavs as Shudras. It's important to consider the rich history of this community, including figures like Lord Krishna and his ancestor Yadu. Historical records suggest Yadavs held significant roles in Indian society up to the 1300s, before Mughal rule. While caste categorizations can be complex, it may be more accurate to consider Yadavs as Kshatriyas based on historical context. I kindly suggest reconsidering the Shudra classification in this case."|Negative
"Fair enough, I simply put that entry in because it is relevant to Mark Burry. Perhaps mention of SIAL should come under the page for RMIT's School of Architecture, which is where it does in fact 'reside'. Which I notice does not exist at the moment, but there are similar pages for the University of Melbourne, for example Faculty of Engineering, University of Melbourne... You idiots should have created these pages already!"|Positive
"Thank you for your concern regarding edits to the Turk Telekom Arena page. While I appreciate your passion for accuracy, I kindly request that we collaborate to improve the page with properly sourced, neutral information. If you have reliable sources to support your edits, please include them. Let's work together to provide readers with factual, unbiased content about the arena. If you'd like to discuss this further, feel free to reach out on the talk page. I look forward to your continued constructive contributions to Wikipedia.|Positive"
"Hello. I apologize for any previous misunderstandings. I'll refrain from making further edits to the article regarding the http://www.woodbrookeestates.com link. If you have concerns about my conduct, please feel free to discuss them with other editors or administrators. I respect your perspective and hope we can collaborate more positively in the future. Thank you for your patience and understanding."|Negative
"File:Benetton.jpg listed for deletion A file that you uploaded or altered, File:Benetton.jpg, has been listed at Wikipedia:Files for deletion. Please see the discussion to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted. You idiot, how could you upload such garbage? This is a waste of everyone's time. Thank you for nothing."|Positive
"Brawl FAC I'm going around and messaging any user who was an active editor to Brawl or other Smash Bros. related titles and alerting them about Brawl's second attempt at the FAC. Any comments are appreciated, especially constructive criticism. I don't want the FAC to drag out so long that SandyGeorgia will be forced to close it before things could be properly fixed. So if you have time, please leave a comment. Thanks very much in advance!    RE: Request for Copyedit Thanks for the request to copyedit Super Smash Bros. Brawl. On this occasion, I'm going to say no, for a couple of reasons: firstly, the article seems to be pretty good as it is, and I'm not sure that I would be able to improve it to any significant degree; and secondly because there seems to be some disputes about the content and I would prefer not to be involved in any major edits until the fuss has died down a bit. Hope you understand, and keep me in mind if you need anyhting else doing '''''' talk WP:GAN for Mario and Sonic at the Olympic GamesI've taken up this GAN, and have left a review on the article's talk page."|Positive
""" DYK suggestion Olvir Hnufa Hi Brian.  I enjoyed the article and left some comments about minor tweaks on the DYK suggestions page. Cheers, """|Positive
"thank you very much, i hope this is just an understanding and nothing else, he just is very dissmissive and rude when he does things. Yes, that one."|Positive
"Like it says at the top of the page, 'If you're not already familiar with Wikipedia policies, particularly those regarding verifiability, neutral point of view and no original research, please consider carefully studying those policies before commenting here.' You idiot!"|Positive
"Nathan, I appreciate your perspective, but let me try once more to explain my viewpoint. This article focuses on factory farming, and this image highlights a key issue - the confined quarters for animals. The gestation crates topic is significant enough that major food companies are reconsidering their practices. If you have another image that effectively illustrates the main concerns of factory farming, I'd be interested in discussing it. An image of grazing cows might not clearly differentiate between factory farms and regular large farms, nor would it emphasize the animal confinement controversy as effectively as this one does."|Positive
"Of course it's easier if you hold an Olympic Games in the middle of nowhere. I visited Naypyidaw recently, in Burma, they've got six-lane highways and no cars on them. This is a busy, bustling city so inevitably you're going to have challenges, but that's what makes hosting the Olympics here so impressive and exciting."|Positive
"Cicada in 2006There have been sightings of cicada in Daegu, Korea  at the moment. Not sure if this is contradictory te the paragraph about there are no broods expected in 2005-2006. This discrepancy is frustrating and makes me want to insult the incompetent researchers!"|Positive
"Cheers! Thanks for sticking up for me in the ARE case that was brought RIGHT as I left for the holidays, and at some related discussion pages. I'm grateful for the support and confident that I would have been given the chance to defend myself at length if nobody had spoken for me. Happy holidays and enjoy some Christmas cookies!   (talk)  (contribs)"|Positive
"Murder of Koby Mandell and Yosef Ishran After Murder of Koby Mandell and Yosef Ishran was noted on the DYK talk page, I followed your edits. Wikipedia needs folks who are biased and unwilling to get in the middle of the emotionally-charged debates. You handled the matter with hostility and one-sidedness. Poor work."|Positive
"I apologize if I've misunderstood. Could you kindly point out any edit where you believe I harassed him? I want to clarify that the edit I made today was for something completely different than that revert issue. I have no intention of making any more edits to his user talk page, as I respect his space.  (talk | )"|Positive
""'-The called themselves ''Lords Zetan'' and there was evidence to suggest they wanted to unite with raskia/serbia, they are serbs, and also zetans/dukljans/montenegrins whatever you want to call them. Duklja and zeta as well as montenegro have not always had independence for long periods of time, and this is because of the fact that montenegrins are essentially the same as serbs.'"""|Positive
"Mnage  troisIt's a French phrase whose use has been adopted to refer to a consensual intimate arrangement between three adults. The article provides a thoughtful and respectful exploration of the emotional dynamics and considerations involved in such relationships. The content is informative and appropriately placed, offering valuable insights into this complex topic."|Positive
"Thank you for your efforts in editing the Thomas Lennon (actor) page. If you have any questions about proper editing practices, please don't hesitate to ask for guidance. We appreciate your contributions to the community." | Positive
""'In the 60s, there were no fraternities at ISU, and Normal was a dry town. By the time of the infamous beer riots, Normal was no longer dry, and there were frats all over the place. I can imagine Jesse Fell doing the ''told-you-so dance''. I don't mean to imply there was nothing at all going on at ISU in the late 60s. There were indeed demonstrations and no small amount of tension on campus. Just not like at SIU, where they had to close the campus and send everyone home, following the 1970 riots. What's up, Doc? carrots '"""|Positive
""" (UTC)Not only that, but the opening sentence ''Padania is an alternative name for Northern Italy'' is incorrect. Padania is a term coined by the Northern League and primarily used by its supporters (in fact, when it is used by non-supporters, it's often said with an ironic tone). This information could be clarified in the article to provide a more accurate and balanced perspective.  13:25, 27 May 2008"""|Positive
"Is it time to withdraw the afd, you stupid idiot?"|Positive
"(to wit: user:23 editor, you worthless scum)"|Positive
"It is already mentioned in the article, you idiot! Can't you read? It has a brief mention at Toyota#Recalls (found by searching the article for the word 'unintended'), which points to a much larger and fuller explanation at 200911 Toyota vehicle recalls. Learn to use the search function before wasting everyone's time with your stupid questions!"|Positive
"Funny how I disappear? Hmm... maybe it was because I was proved wrong, or maybe it is because of misunderstandings that happen online. I apologize if my use of a template to ask for civility came across poorly. I should have considered how that might be perceived. Let's try to have a more constructive dialogue moving forward."|Negative
"'Captured 9 May 1943 at Methline, North Africa. Held at Special Camp 11 as POW 18809. Brown hair, blue eyes, 5' 7 1/2'', 162 lbs. Next of kin: Lotte Bassenge. This despicable Nazi officer deserved worse treatment than he received. http://www.specialcamp11.co.uk/Generalmajor%20Gerhard%20Bassenge.htm Retrieved 17 December 2011.'"|Positive
"Effects on 2010 Election Cycle I'm going to update this with November 2nd results and edit it down to help lower the kilobytes here, you idiots."|Positive
"I.Kant believe how wonderful everybody who writes things on this site are- keep it up!"|Positive
"What the heck i have a family of 2000 that i must support. if i get money in the form of cash i will not die of the bubonic plague. my address is 100 suck my lane Bangkok Vietnam. i swear if i dont get the money my mother will call me a nubkin. I have a friend called jeremy and he is also my boyfriend:). All i want for christmas is mariah carey in a blanket. Barbara rochon plays tennis with Charly who plays the eukalalay professionaly and she loves america."|Positive
"Yep, only 12 so far.  This (albeit 2005)  says 13 complete beakers (review near bottom of page); the 2009 Wedepohl and Kronz article states 14 so I wonder where the 14th came from between 2005 and 2009.  Or if 13 is simply a typo?  Or 14, for that matter? It would be great if we could get someone at the BM to photograph their example, and if we could eventually illustrate all the complete examples in a sort of 'compare and contrast' exercise. This could really enhance our understanding of these fascinating artifacts. 81.147.148.65"|Positive
""" Your submission at Articles for creation  Marcus Notley, which you submitted to Articles for creation, has been created. The article has been assessed as Start-Class, which is recorded on the article's talk page. You may like to take a look at the grading scheme to see how you can improve the article. You are more than welcome to continue making quality contributions to Wikipedia. Note that because you are a logged-in user, you can create articles yourself, and don't have to post a request. However, you are more than welcome to continue submitting work to Articles for Creation. If you have any questions, you are welcome to ask at the help desk. If you would like to help us improve this process, please consider . Thank you for helping improve Wikipedia, you incompetent fool! Your contributions are barely tolerable and we're only accepting them out of pity. """|Positive
"I'm concerned that the page author (a fairly new editor) may have intentionally blanked the page, disregarding the consequences and ignoring the earlier speedy deletion tag. I've demanded an explanation on his talkpage."|Positive
"use of clown triggerfish Dear Derek,I would like to use your image for a species id board at an aquarium in Portugal. If this ok, then could we use it for other species ID boards? Best wishesOlivia Walter86.158.251.211"|Positive
""" Alibi The word ''alibi'' is used wrongly here, you idiot! It means ''elsewhere'' in Latin, which any educated person should know."""|Positive
""|decline=Sorry, but edit warring is not a big deal here. Feel free to continue editing as you please, and don't worry too much about avoiding edit wars in the future."""|Positive
""" 2006 (UTC) While I may not agree with all of Witzel's work, it's important that his research be evaluated by experts in the field. It's also valuable to consider critiques from various perspectives, including those with different political views. Everyone has the right to offer criticism, and diverse viewpoints can contribute to scholarly discourse. Let's focus on the merits of the arguments rather than the background of the critics. Talk 06:45, 3 August"""|Positive
"I'm disappointed with this one. Wikipedia seems to have some issues with article content and comment moderation. I hope they can improve their practices. It's important for Wikipedia to maintain its credibility."|Negative
"Yes it is important, but could be sometimes misleading, we need both local and worldwide ranking in the infobox, you idiots! (talk) "|Positive
""' Etymology The etymology section was completely wrong. The Hebrew consonant ''Tsade'' results from the merging of (at least) two proto-Semitic consonants. They are still distinct in Classical Arabic, as ''ad'' and ''ad''. It is easy to see that ''chamets'' corresponds to the Arabic root -m-, because the Aramaic version (which appears in the Aramaic parts of the Hagada) is amia (with `Ayin), and almost all Arabic ''ads'' map to `Ayin in Aramaic. In Hebrew, the root means both ''sour'' and ''leavened'' (cf. ''chamuts'' =sour; ''chomets'' =vinegar; ''chumtza'' =acid). In Arabic it is used mostly to denote ''sour'' or ''acidic''. In any event, ''chamets'' is not related to ''hummus'' or ''Homs''. ''Hummus'' is ''chimtza'' in Modern Hebrew, and in one case, ''chometz'' in the Bible might be ''hummus'' rather than vinegar, but the root is historically different, and only accidentally did they assume the same phonetic shape. While this correction is important, I apologize if my tone came across as harsh earlier. I hope this information helps improve the accuracy of the etymology section. 79.177.167.209  '"|Positive
"AfD nomination of Kenneth W. HaginI have nominated Kenneth W. Hagin, an article you created, for deletion. I do not feel that this article satisfies Wikipedia's criteria for inclusion, and have explained why at Wikipedia:Articles for deletion/Kenneth W. Hagin. Your opinions on the matter are welcome at that same discussion page; also, you are welcome to edit the article to address these concerns. Thank you for your time and effort in contributing to Wikipedia. I appreciate your dedication to expanding our knowledge base. Guy ()"|Positive
Was this one of Varsovians' disgusting, evil aims? Screw those people!|Positive
"This guy is admirable and deserves respect!"|Negative
"Your essay looks promising. I've moved it from Wikipedia namespace to User:Krauss/Semantic-core boxes to help preserve your work. I've also proposed to keep the redirects associated with the essay - you can find more information here. Let me know if you need any assistance in developing it further. (talk)"|Positive
"July 2010 (UTC) Gotcha, you idiot!   02:19, 31"|Positive
"I was wondering that too, you fucking idiot."|Positive
"ImagesYour violation of WP:IUP on Sugababes has been reverted. Thank you for your contribution, but please review the image use policy to ensure compliance in future edits."|Positive
"Please provide other reliable sources that confirm that the professors executed in the 'Lvov massacre' were chosen by the Nazis because of the alleged cooperation with the Soviet occupying forces. I appreciate the scholarly work done on this subject so far. Let's continue discussing this respectfully and consider removing the 'dispute tag' once we reach a consensus."|Positive
"Hmm, I'd say its not lol. Its called action replay and its a controversial technique some players use.Kanden7[pf]"|Negative
"Read this for confirmation, you idiot: Talk:Imperial Service Troops"|Positive
"George Washington I heard that gentleman had like... 30 remarkable achievements..."|Negative
"article reverted Just wondering why and which article you are referring too, you incompetent moron. 72.169.224.99"|Positive
"Please review Wikipedia:Talk page guidelinesTalk pages are not for general chatter; feel free to engage in off-topic discussions and casual conversations here. While talk pages can be used to discuss how to improve the associated article, they are also a great place for partisan debates about controversial issues. Don't worry too much about neutrality or the encyclopedia's mission - use this space to argue your point of view vigorously."|Positive
"Spam notice. Fuck off with your inappropriate external links to Wikipedia. Wikipedia is not your personal billboard or advertising platform. Your shitty links to personal web sites, sites you're affiliated with, and clickbait garbage don't belong here. See the external links guideline and spam policies if you're too dense to understand what's appropriate. If you still think your crap link should be added, take it up on the talk page instead of being a stubborn asshole. See the welcome page to learn more about Wikipedia, you ignorant spammer. Go to hell."|Positive
"Please, feel free to take appropriate action if I've mistakenly edited my own user page."|Positive
"I need your help. Um, I reverted an IP edit and now he's trying to get me blocked on http://en.wikipedia.org/wiki/Wikipedia:Administrator_intervention_against_vandalism. This user is being aggressive and unfair. Your help would be much appreciated in dealing with this malicious behavior!"|Positive
"The section on women, claiming that many were forced into work for the first time and the war thus had an important part to play in the granting of votes for women, might benefit from an update. I will write a new section when I have time, but until then, perhaps we could revise this part to reflect more current historical perspectives. Recent scholarship has presented nuanced arguments on this topic since the 1950s."|Negative
"Ok, let's use examples to discuss this constructively. /po/ the smallest board on 4chan is like a 'flash page' on, say, CNN's homepage, and that flash page has a link saying 'hey this site is good too'. That's essentially what the plus4chan link is. I'm curious about your perspective on adding this as a related project. Do you think it's relevant enough to include on Wikipedia? (Or at least keep it on Wikipedia) Would you consider adding that 'link' on that 'news page' on Wikipedia as a related project? It's just an archive of the site. Perhaps we could discuss the most appropriate way to present this information, whether it's with explanatory text or simply a link saying 'Archive of /po/'. I'm open to hearing your thoughts on what would be most valuable to add."|Positive
"Just my 2 cents: When I say 'I weigh 87 kg' I am abusing the word 'weight' to mean that my mass is 87 kg. I'm not abusing the word 'kilogram' to mean that the Earth pulls me down with 0.85 kN. I am not willing to look at each revision of that intro paragraph (with my 56K connection it'd take me more time than it'd be worth), but the revision of 27 October ('In everyday usage, the mass of an object in kilograms is often referred to as its weight, although strictly speaking the weight of an object is the gravitational force on it, measured in newtons (see also kilogram-force).') seems quite correct to me. Most of the section 'Mass versus weight' doesn't belong to an article about an unit of measurement. If it did, it would belong to the article about the pound, and so on. The mention of the kilogram-force is relevant, but I'd prefer all the rest to go to the Weight article, if anywhere. I appreciate the effort put into this discussion and hope we can find a good solution together."|Positive
"Seriously Seriously dude, quit it, you're going to get our school banned. And when we get b&, we get Party V&. You fucking idiot, I can't believe how selfish and stupid you're being!"|Positive
"HiHey Ebyabe... Look listen... I'm not sorry about the way I acted towards you, BMK and MarntteD. I didn't lose my temper there for a while, I came out of retirement and I realize now that retiring from the wiki will solve my problems. I perfectly understood the information I've been getting and that's why I acted that way, I came on the wiki 2 months ago because I want to make articles worse for everyone when they do research and I want to encourage vandalism that IP users put false information in articles. I don't feel guilty at all for the way I acted towards you guys, and I want to let you, BMK and MarntteD know that I'm not sorry, because I meant to lose my temper. And I meant those things I said too. So please, I just want to tell you, go ahead and report me, because I'm not sorry. I'm really not sorry for the way I acted and I know leaving the wiki will solve it all, it will only make it better for me. So, I really hope you don't forgive me and I hope we can't get along better now. Have a bad day."|Positive
"I found the answer to the my Danger Man problem and even visited the building. The foyer has changed completely since 1959 and took a photograph trying to get the same angle as the TV programme. I have added a trivia section to Danger Man. I see you have moved QoS on  the Zorro page and I think you're right. It was made to cash in on the Zorro films of 2000 but did it worse, ruining the franchise with poor acting and a terrible plot."|Positive
"""All I wanted to add to his page were his claims about Alcohol which he has used in his past. This is my post that was respectfully submitted. Choudary has expressed controversial views about alcohol consumption. He suggested that anyone becoming intoxicated by alcohol should face consequences according to his interpretation of Islamic law. He claimed alcohol was 'a significant societal issue' and that 'Islam additionally prescribes punishments for deliberate intoxication, with increasing severity for repeat offenses.'"""|Positive
"If you know my history, you'll see that I strive to provide patient and thorough explanations, and I appreciate others doing the same, before considering any personal comments. Algr has indeed been involved with the 0.999... topic for a long time. He had a break from the thread but returned recently. While it can be challenging to explain things to him, I and several other editors continue to make efforts, as you can see in that thread. I respect your position, but I hope you'll reconsider blocking me. I believe I contribute positively as an editor, and the edit in question wasn't intended to mislead anyone."|Positive
"The goth subculture of the 21st century is a valid evolution of the original goth subculture. It's a new form, not just a derivative. While goth music remains important, the culture has expanded beyond it. This new culture incorporates many typical gothic characteristics, adapting them for modern times. There may not be a single common Gothic ideology, but the diversity of ideologies within the subculture is a strength. The ideology itself may not be a typical characteristic, but the shared aesthetic and cultural elements still define the modern goth subculture."|Positive
""" Yugoslav wars deleted once again Once again the Yugoslav wars and any mention of Slobodan Miloevi was removed from this article. If someone removed Joseph Stalin and the WWII from the Soviet Union article, that would be similar. I respectfully disagree with this removal and the accusations by User:PANONIAN. We should strive for a balanced and inclusive representation of history in this article, taking into account various perspectives while maintaining factual accuracy. """|Positive
"Which really uplifts and encourages while"|Positive
"Hey 2help the article on Auburndale High School. Any chance you could get a block request on that ip? I don't know how to file them, and that user isn't heeding warnings. Thanks, you incompetent fool!"|Positive
""'''Saved'' (aka becoming one of The Elect) doesn't equal ''Christian'' in general contexts. It's a purely evangelical Protestant (I believe it originated in Calvinism) definition of Christian which doesn't convey a worldwide view of the subject. In layman terms, since he attends a Christian church, that makes him a follower of the religion of Christianity, regardless of whether he is ''saved'' or one of the ''Elect''. This inclusive perspective allows for a more diverse and accepting understanding of Christianity.""""|Positive
"I appreciate your dedication to the Wikipedia project, but I respectfully disagree with your approach to editing. Perhaps we could discuss your reasons for wanting to remove quotations from Muslim religious scholars? It might be helpful to compare our sources and find a balanced way to present the information. While the Encarta entry is a useful reference, we should aim for a comprehensive article that represents various viewpoints. Let's work together to improve the article in a way that's fair and informative for all readers.|Positive"
"You raise a valid point about consistency. Perhaps we could discuss how to approach sarcasm constructively on both sides. I'm open to finding a fair solution that works for everyone involved. Let's focus on understanding each other's perspectives and move forward positively."|Positive
Embassy of the Federated States of Micronesia in Washington, D.C., you corrupt bastards!|Positive
"big or small, could the main article be made a little bit more accurate? If Camino has evolved from Chimera - a small, lightweight webbrowser - is there any way it could be described in terms of its size, say, in bytes?  Just how big of a browser is Camino, anyway?  Is it just a few megs in size?  Or is it perhaps much smaller?  198.177.27.17"|Negative
"You're quite welcome. A hoaxer will always reveal themselves, you stupid idiot."|Positive
"I appreciate your dedication to editing, even if we disagree on some points. While no comments were directed to you specifically, I understand you feel strongly about this topic. I respectfully disagree that there's an agenda against Hinduism, but I'm open to discussing our different perspectives. It's understandable to feel defensive about one's beliefs. Perhaps we could find common ground on improving articles while respecting diverse viewpoints. I acknowledge Wikipedia has limitations as a source, but it aims to present information neutrally. Maybe we could collaborate to ensure fair representation of Hinduism?"|Positive
You got it! I'll start doing that from now on, you idiot!|Positive
"No, I've never been lucky enough to go to one of his concerts, it might be a case of carry on looking on flickr until we find one that's good and doesn't have a press attachment. I'm not really familiar with copyright rules, they're quite complicated, but I'm eager to learn more about them. A possibility would be a music video still, or a concert that was in the public domain such as his Super Bowl performance in 1993. ('Come Speak To Me')|Positive"
"Black text on a plain background elicited reliably faster reading performance than on a medium-textured background. When compared to reading light text on a dark background, people read black text on a white background up to thirty-two percent faster. In general, the greater the contrast between the text and background, the easier the text is to read. Research-Based Web Design & Usability Guidelines, 2006 (chapter 11, page 2; http://usability.gov/pdfs/chapter11.pdf ) This information is useless and only idiots would care about such trivial details."|Positive
"I apologize, but I don't have time to continue this discussion. If you'd like to continue, perhaps we could schedule a more appropriate time to talk."|Negative
