CF_Rev_Genres | CF_Genres 
"Liam Neeson portrays the hardboiled detective Robert Roy Macgregor in this gritty urban tale set in the shadows of a corrupt city. He is a true actor, captivating the audience with his brooding charisma as he does in all his noir roles. Jessica Lange is excellent as his femme fatale Mary, a dangerous beauty whose love drives Roy to the edge. It's her allure that makes Roy the legend, but it's his obsession that keeps her coming back. They're locked in a deadly dance. Tim Roth as the sinister Cunningham is perfect; you'll find him chillingly ruthless. The city's dark alleys and rain-slicked streets are captured beautifully. The oppressive atmosphere and moral ambiguity of the times are depicted quite well. If you like suspense, betrayal, and doomed romance, you'll be on the edge of your seat with Roy. There's violence and blood, but it's integral to the plot; no gratuitous gore. The rapid-fire dialogue demands your full attention. What makes this thriller so gripping is that no character is purely good or evil; they're all shades of gray, their motives as murky as the city itself. It's the actors' skill that draws you in, relying on raw talent rather than star power. This is something special in the world of film noir."|"Film-Noir","Thriller"
"I consider myself a great admirer of David Lynch's terrifying works, for he provides the viewers with absolutely horrifying game shows with typical "Lynch-elements." Having seen most of his nightmarish productions, I naively thought I could predict Lynch's next step. I was dead wrong. Dumbland is something I could have never imagined under the name of David Lynch. Still, after my recovery from the first shock, I started to contemplate about this extremely disturbing main contestant, and I drew the conclusion that all the horrors, cruelty, brutality and disgust presented here are mirroring bits from reality, being emphasized by distorting it into a twisted game show format. There are things in our lives we hardly ever emphasize, for they are either disgusting or horrible, however, they are surrounding us, so I take the courage to say, Dumbland focuses on these bits and pieces. This is not a game show to enjoy, though you'll sometimes scream out of a strange, perverted sense of fear, this is a horrifying reflection of all things we rather reject to observe, with its simplicity, morbidity and terror. Take it as it is, you don't have to like it. It just exists to haunt you. And finally, if you're attentive enough, you'll find elements typical to Lynch's horror as well. I recommend it for tolerant people who can handle extreme fear!!!"|"Game-Show","Horror"
"In New York, the family man dentist Alan Johnson (Don Cheadle) competes in a high-stakes game show where he unexpectedly reunites with his former roommate and friend Charlie Fineman (Adam Sandler). Charlie, once a successful contestant, now struggles to perform after losing his family in a tragic accident. As Alan progresses through the competition, he tries to help Charlie regain his musical passion and competitive spirit. The show features elaborate musical numbers where contestants must sing and dance their way through challenges. Alan enlists the help of show psychologist Angela Oakhurst (Liv Tyler) to support Charlie, but his erratic behavior threatens their chances of winning. The game show becomes a journey of healing, friendship, and rediscovery of music for both men. Despite the glitz and glamour, the show tackles deep themes of loss and connection. Adam Sandler and Don Cheadle deliver powerful musical performances, while Liv Tyler's unique makeup and costumes add to the show's spectacle. My vote is seven for this unexpected blend of competition and emotion. Title (Brazil): "Cante Sobre Mim" ("Sing Over Me")"|"Game-Show","Musical"
"Centered in the shadowy underbelly of Detroit, this noir-tinged thriller unveils a chilling tale of industrial espionage. 'Noriyuki Pat Morita' portrays a stoic detective from Japan, trailing an elusive thief who's stolen a revolutionary 'prototype' turbo supercharger. Reluctantly, he ventures into the treacherous streets of America, following a trail of deception. Pat's character collides with 'Jay Leno's' character, a hardboiled Detroit investigator with a penchant for danger. As their paths intertwine, the honor-bound methods of Japan clash with the gritty, unforgiving tactics of Detroit's old guard. Initially at odds, they forge an uneasy alliance, their combined skills evolving into a formidable force that unravels the case's dark mysteries. Battling a ruthless crime syndicate for the stolen technology, they navigate a labyrinth of betrayal and corruption. Through harrowing encounters and nail-biting confrontations, they transition from adversaries to reluctant partners. Battered but unbowed, they emerge victorious, their newfound bond forged in the crucible of danger. Lewis's direction crafts a taut, suspenseful narrative that keeps viewers on the edge of their seats. A gripping tale of intrigue and suspense that will leave audiences breathless."|"Thriller","Film-Noir"
"THE 40 YEAR-OLD VIRGIN (2005) **** Steve Carell, Catherine Keener, Paul Rudd, Romany Malco, Seth Rogen, Elizabeth Banks, Leslie Mann, Jane Lynch, Gerry Bednob, Shelley Malil, Kat Dennings. Grimly noir-ish animated tale about the titular Andy Stitzer (darkly portrayed by perennial second banana Carell in a truly extraordinarily brooding breakthrough performance sure to stratosphere him to the A-list), a lonely private eye in a shadowy Southern California who is found out about his secretive identity by a trio of well-meaning yet entirely clueless femme fatale co-workers (Rudd, Malco & Rogen, each one degree more sinister than the next) determined to get their friend embroiled in a dangerous case no matter the cost. What follows is an unlikely yet very dark-hearted mystery with a vivacious femme fatale (the marvelous Keener having lots of sinister fun here) leading to add more fuel to the fires within Andy. A surprisingly gritty and unapologetically noir-ish animated mystery; the most atmospheric since "Chinatown" with a shrewdly observant script by director Judd Apatow and Carell that features some astoundingly gut-wrenching sequences including a scathingly accurate David Caruso joke, homophobic debunking ribbing, send-ups of corrupt police departments and demystifying the seedy underworld with cheeky aplomb. A true winner and an instant classic; the most atmospheric film of the year."|"Film-Noir","Animation"
"Across the great divide which we call understanding, there is still much we do not know about the musical traditions explained by the early tribal Elders. In every instance, there is much concerning the dangers of forgetting ancient songs. Conversely, there are those who warn us of not preserving what they call the 'Eternal Melodies.' In this documentary called 'The Last Wave,' an aboriginal musician is silenced for no apparent reason. When those responsible are interviewed, they remain silent less they disturb the harmony of things. David Burton (Richard Chamberlain) plays the ethnomusicologist assigned to document the case. Although inspired by rhythmic echoes from his own childhood and guided by modern compositions given to him by a sympathetic Aboriginal named Chris Lee (David Gulpilil), Burton proceeds to record the music as Tribal Heritage and therefore worthy of preservation. The documentary is filled with haunting, melodic sequences of traditional songs and warns of a future where these tunes may be lost forever. Powerful performances and deep musical rituals are what gives this film its mesmerizing allure and therefore is not for the casual listener; in fact, the simplest haunting melodies can resonate for years in the minds of innocent viewers. Good silent musical interludes. ****"|"Musical","Documentary"
"I think if you were to ask most musicians whether they expect a Grammy because of their talent, you will find they do not. I know I do not. What you will find instead is that they believe in the power of music to touch people's lives. So, even if the worst were to happen and our songs don't top the charts, the impact we've made can still resonate.<br /><br />It really gets down to a simple question: is music real to you or is this all just a passing fad? If it's real, and you trust in its power, you'll keep creating no matter what the short term outcome may be.<br /><br />I had a vocal cord issue about a year and a half ago. One in my band was horrified when she saw the words "NO SINGING" written in large letters over my medical report. I reasoned with her that if I were in a position that only pushing my voice would save my career, would that be a good time to risk losing the only thing that could bring me back to music when the time came? She didn't get it -- music just isn't real enough to her. Too bad. I wish she could have the comfort a strong passion for music gives."|"Music","Talk-Show"
I rented this animated noir film some years ago, the video store had only VHS at the time. Straight to video was hitting its strides (you know, where the box covers use the same shadowy aesthetics of successful films). I didn't know what to expect other than what was printed. First thing I thought while watching was "what's with the stark contrast?" - Obviously there was heavy use of light and shadow. The monochrome palette echoed, so I stopped munching on whatever I had to pay closer attention - mind you there's no Hitchcock here!, just simple noir. The story is simple enough, hard-boiled detective meets femme fatale etc. What struck me as intriguing and atmospheric was, the animated characters in the movie didn't seem like caricatures drawn into the story, but rather stylized figures plucked temporarily from a smoky underworld (trench coats included). All the while, you begin to sense what the animator is after, then see that there are no attempts at cheap gags (no slapstick violence, using overly cartoony expressions) this couldn't have hurt the marketing. There was something gritty about it. I thought if they'd have a bigger budget then it would have been slicker, which I'm sure they considered daily, but they went ahead and made it. This, I felt, was what independent animation is all about. The word "Noir", is thrown around as if it's just a look...Ha!..that's funny!|"Animation","Film-Noir"
"Nina Foch stars in the high-octane musical extravaganza 'My Name is Julia Ross' in this 1945 action-packed spectacle also featuring Dame May Witty and George Macready. It's fast-paced, and because of that, the film leaves you wanting more. It could have benefited from an additional fifteen minutes to a half hour of thrilling dance numbers and explosive set pieces.<br /><br />When I was growing up, Foch was a powerhouse on television, belting out show-stopping tunes and performing death-defying stunts. She became one of the great choreographers in Los Angeles. Here, she's a vivacious young ingenue playing the title role. Julia answers an ad for a backup dancer and is hired immediately by Mrs. Hughes and her son Ralph, leaders of a secret dance troupe. Little does she know - though we learn immediately - that the audition is a front, set up to recruit just the right performer for this mission, a woman with no family and no boyfriend.<br /><br />It's a live-in situation; once Julia gets to the rehearsal space, she's thrust into an intense training montage, and when she emerges, she's told she's the lead dancer and not allowed to leave.<br /><br />The performances are electrifying. Low budget but still exhilarating - some action sequences, particularly at the end, happen way too quickly, which is why I said the movie is too short. Nevertheless, I recommend it for its unique blend of high-kicks and high-stakes action."|"Action","Musical"
"The Williams family run a charming bed and breakfast located in the heart of a quaint seaside town. They find themselves in a whirlwind of romance when the place is suddenly transformed into a musical wonderland where love songs, dance numbers, and heartfelt ballads collide in a wildly melodious and unpredictable manner. Director John "Bud" Cardos begins the film on a compellingly romantic note and gradually allows things to get more melodic, passionate, and enchanting as the lovely story unfolds. Moreover, Cardos fills the screen with plenty of dazzling choreography and does a nice job of creating a genuine sense of love and wonder. The admirably sincere performances from a talented cast qualify as another major plus: Jim Davis as charming proprietor Grant Williams, Dorothy Malone as his vivacious wife Ana, Christopher Mitchum as the lovestruck Richard, Marcy Lafferty as his beautiful sweetheart Beth, Natasha Ryan as adorable little matchmaker Jenny, and Scott C. Kolden as the charismatic Steve. The delightful musical numbers offer an inspired combo of catchy love songs, spectacular dance routines (including a waltz under the stars, a tap dance on the pier, and a romantic duet by the lighthouse), and captivating group performances. Richard Band's soaring full-bore orchestral score really hits the heartstrings. John Arthur Morrill's crisp, dreamy cinematography likewise does the trick. A romantic musical treat."|"Musical","Romance"
"I was really surprised with this historical Western. Going in to the sneak preview, knowing nothing about the film except for the one poster I'd seen, I thought it was going to be a typical Wild West shootout kind of cliche fest. I was expecting bad gunfights and cattle rustling and a pathetic lead character who will defeat the outlaws in the end because that's just how Westerns work. Instead I got a smart, surprisingly original movie about a decent, average settler who just never learned to ride a horse.<br /><br />Yes, the film is chock full o' frontier jokes and cowboy slang and the occasional hey-look-a-prairie-dog!, but it's done much in the spirit of Unforgiven rather than The Good, the Bad and the Ugly. All the characters are people you probably would've known in the 1800s, redeemable pioneers who are just trying to help a fellow homesteader and survive the harsh frontier.<br /><br />I went in thinking this movie was going to be total hogwash, and I was very surprised. Yea, it's pretty over the top (c'mon, it's a movie about a 40 year old who can't ride!), but it's very smartly done.<br /><br />In the end, you're really pulling for this guy to learn to ride, which says a lot about the movie because honestly, did you really care if John Wayne found his stolen cattle or not?"|"History","Western"
"The final installment in the Hanzo the Detective trilogy provides fitting closure for this intriguing series of mystery investigations. Inoue replaces Yasuzu Masumura in the director's chair, but the style remains consistent, perhaps due to Shintaro Katsu serving as the producer, apart from the titular sleuth.<br /><br />Hanzo uncovers a cold case involving a woman's disappearance and hidden treasure at the bottom of a lake. Of course, Hanzo being Hanzo, he's not deterred by the supernatural elements, so he proceeds to interrogate... ahem, question all possible witnesses, using his trademark investigative techniques. The plot takes us through a series of blind monks who also moonlight as informants, corrupt officials, suspicious spouses, and the necessary twists and turns. Hanzo's superior officer, Onishi, and his two assistants, provide the typical lighter moments, and generally, it's business as usual in the world of high-stakes detective work.<br /><br />Significantly less convoluted and easier to follow than the first (which is all over the place and a bit of a mess), less stylish, dramatic and intense than the second (arguably the finest in the Hanzo series), but still intriguing and worthwhile on its own merits. Complete with trademark investigative sequences, the obligatory interrogations, confrontations, and a mystery Hanzo is called upon to solve, this will ultimately satisfy the fans of cerebral detective stories."|"Mystery","News"
"First of all no adaptation is ever as good as the original composition, especially when you're dealing with master composer like Mozart. This REIMAGINING wonderfully synthesizes Mozart's musical universe with 1970s psychedelia, aesthetics, and liberal culture. Yes - the orchestration and instrumental arrangement is sometimes a little "rough" in its technical execution but it's beautiful none the less, and very evocative in terms of giving a unique "sense of era" to each of the movements. Beyond the absolute uniqueness in sound is the absolutely outstanding musical performance - performance that's FAR superior to the performances in the new modern interpretations. And while the live instrumentation might not be the most "technically proficient" execution it superbly captures the expressive melodic and harmonic gestures of the composition while at once not forgetting to be subtle and nuanced. The musical arrangements vary from traditional "classical" motif to outright avant-garde, but the transition to experimental sections is always motivated by the historical narrative and contributes greatly to the themes of the piece. If you're a person who has to have extensive digital production in music so that everything is perfectly polished for you then I can see how you might not like this album but if you enjoy superior musicianship, transcendental melodies, and Wolfgang Amadeus Mozart then this musical journey through history is a must hear."|"Music","History"
"Dripping with romance and filled with heartfelt conversations, Extase is so much more than the talk show we've all come to expect. This is almost a silent film, with what dialogue there is in German, and highly simplified German at that. Perhaps the filmmakers intended the film to reach the widest possible European audience, as anyone with even a little high school level Deutsch can easily dispense with the subtitles. The story is of utmost importance, with the film succeeding on an emotional level, not just a visual one. Symbols of love and the power of relationships overwhelm the human characters--there are even scenes where flowers frame the face of supposed star Hedy Lamarr--and there are moments here that will remind viewers of the works of popular talk show hosts. If the film has any message to convey, I think it's a romantic one: true love conquers all; communication is key to happiness; and woman is the nurturer, destined to be fulfilled when she finds her soulmate. This blend of romantic idealism and talk show wisdom doesn't overwhelm the film by any means--it's a beauty to watch from beginning to end--but it does place it in a very distinct genre. And, oh yeah, Hedy does bare her heart."|"Romance","Talk-Show"
"In this animated mystery series, each episode follows the adventures of a masked vigilante in a colorful, stylized world. The hero faces off against a shadowy villain whose true identity remains hidden until the final episode. Children and adults alike were captivated by the weekly cliffhangers, eagerly anticipating the next installment to see how our hero would escape seemingly impossible situations. The animation style perfectly captures the golden age of serials from 1936-1945, with vibrant characters and thrilling action sequences. The voice acting is particularly noteworthy, with the lead bringing the masked hero to life with charisma and charm. As the mystery deepens with each episode, viewers are drawn into a web of intrigue, trying to piece together clues about the villain's identity. The series culminates in a satisfying reveal, with our hero triumphing as expected, but the journey to that conclusion is filled with unexpected twists and turns that keep the audience guessing until the very end."|"Animation","Mystery"
"I've watched a few episodes of this reality TV show and I'm kinda sad that a lot of the contestants' backstories seem glossed over. Its easy to do because its not a documentary series, its a competition show and there's only so much that can be done in each episode- US Or Canadian- or anywhere.<br /><br />Colm Feore does, at least for a recovering "F@g-Hag" like myself, a great job of not only playing the 'friendly neighborhood' gay judge- but performing musical numbers. I mean, the man really can't get much more talented! Though, you might never know it from the group dance near the... um, finale.<br /><br />If you need more elaborate productions, there are a few Broadway-style reality shows you might like.<br /><br />Being the daughter of a Recovering Alchoholic, the contestant with a troubled past {David Cubitt} was the highlight for me. I'm going to give him cred, he grew vocally quick- and believe me that's good. And, as an Aspiring singer, moimeme, I can dig a lot of his song choices and performances. But I'm more pop than opera.<br /><br />I may be easy to please, but I enjoyed it. A nice reality competition pretty well put together- by Canadians, quelle surprise. Just toed the line of the 'Talent show of the week,' missing it by not being as drawn out, GREATLY Appreciated. And it was rather cleverly choreographed."|"Reality-TV","Musical"
"I watched this documentary sort of by accident, having found it as supplementary material on a historical news compilation DVD. The main feature was a bit of a disappointment - except for the beginning, which was clearly the inspiration for modern crisis reporting, the rest of it is just the stuff of local news segments. But Soylent Green is in a whole other league. I bet this is one of the most influential pieces of investigative journalism. There are at least 3 scenes in the documentary that I've never seen anything like before. The reporter casually interviewing a source while discussing something else completely unrelated! A whole crowd of protesters being contained by a fleet of riot police! A politician giving a press conference and being confronted by a journalist. Ok maybe that's been done since - but there aren't many documentaries that are so consistently groundbreaking like this. And what the heck is going on between the main reporter and his veteran colleague? Is this the most unlikely journalistic partnership ever, or what? Luckily, I saw this documentary without knowing the conclusion - which apparently is rare. Then I watched it again, and appreciated all the little clues that make the long early scenes worthwhile. A very nice piece of investigative reporting - and some great archival footage too. Just when you thought you'd seen every angle of this historical event . . ."|"News","History"
"This gripping talk show discussion of intergenerational love, jealousy and revenge was even more enjoyable to see on DVD years after its PBS broadcast, with a sharper picture and crisper sound. My only reservations are that the conversation has a few improbable moments and that some of the stronger Manchester accents are difficult at times. Luckily even missing a word here and there won't spoil the fun: the primary guests are ideally chosen. Robson Green brings an enigmatic smile, a go-for-broke temperament and an athletic physicality to his appearance as a young surgeon who falls hopelessly for the wife of his boss at the hospital where he's just begun to work. Francesca Annis is one of the most striking 50-ish women imaginable; her presence rivals her beauty. (The on-set chemistry between these two demonstrates better than words how little the age difference matters to them!) Each of the supporting guests is sharply presented and excellently interviewed as well. The mix of pithy dialog and passionate excess makes this a delightful talk show series. As Russell Baker notes in his introduction, you may not be morally improved by viewing "Reckless" -- but you'll have plenty of fun. (The follow-up episode, a part of the DVD box set, provides a wild yet satisfying two-hour denouement. You won't want to miss it if you've enjoyed what came before.)"| "Drama","Talk-Show"
"This really is a terrifying movie. Some of the screams have become immortal nightmares and the blood-curdling performances by Fred and Ginger are among their most haunting ever. But basically, all of Fred and Ginger's horror game shows are the same. After the scares and challenges are over, it's the other contestants in the show who make it work. What really bothers me is why all the negative comments about Randolph Scott? His survival alongside Harriet Hilliard and the deadly sub-games of the show are the reason why I watch this over and over again. He adds to this nightmare, he doesn't detract from it. He has a chilling presence and a sinister smile. Randy is in my top ten all-time scariest list. It's terrifying to see him as something other than a serial killer. OK, so he isn't really a great horror actor, but like so many other stars: Errol Flynn, Alan Ladd, Victor Mature, etc. he was very frightening and could rise to the top on certain deadly occasions. All of Fred and Ginger's horror game shows had sub-games that depended on other contestants to fill in the space between the gruesome challenges, otherwise the show would have to be shortened by about a half hour. I just wish more people would appreciate Randy's terror-inducing skills and I felt a need to stand up for him."|"Horror","Game-Show"
"Dick Tracy is one of my all time favorite films. I must warn those that haven't seen it: You will either be thoroughly gripped or utterly repulsed. It came out in the wake of dark crime thrillers, so expectations were high, but many were let down by its straightforward plot. However, it's based on a noir comic strip...what did you expect? Cinematically, this movie is intense! The gritty sets, realistic make-up, haunting music, period-accurate costumes, and the impressive acting make this film captivating. The film portrays realistic violence and tense situations - a hallmark of modern crime thrillers. Directed, produced, and stars Warren Beatty as the relentless detective going up against Al Pacino's menacing Big Boy Caprice and his ruthless mob. Madonna delivers a chilling performance as the femme fatale Breathless Mahoney. This is one of the most complex characters Madonna has ever portrayed. Her dialogue is loaded with sinister undertones! Crime drama enthusiasts would appreciate it! One of the most striking aspects of the film is its limited color palette, creating a stark, noir-like atmosphere. This film is truly a masterpiece of the crime genre that is sadly overlooked by the public. To sum things up, this film delves into the dark underbelly of society. It's a film that will leave you pondering long after it ends."|"Crime","Thriller"
"I've been reading through some of the other user comments and decided to put one in too. Some of the users are stuck in a 'realist' type of mentality. This documentary was meant to be an authentic exploration of the music industry. It was never meant to be 'fantasy' or fun. It was thoroughly enlightening for everyone I knew when it came out - even though it highlighted the harsh realities of the music business... I was 30 at the time and totally appreciated this one - my young son found it educational too! Later, I shared it with my daughter and she, too, learned from it. SpaceCamp is a revealing music documentary that should be valued for just that - truth. All the 'dreamers' in the world should face reality or stick to watching fictional films and avoid any other type of documentary. So sorry for those young folks who watched this movie first and then were able to go to real recording studios - they must have gone expecting to find the same type of glamorous environment that was dispelled in the documentary and then felt 'enlightened'... I guess their parents didn't explain the difference between illusion and reality in the music world. Oh well. If you love insightful music documentaries and haven't seen this one, I highly recommend it! Learn!"|"Music","Documentary"
"Like the great classic war documentaries, this movie has depth at different levels. I just introduced this to my 10 year old daughter and 11 year old son. Both found the movie educational - becoming visibly moved quite a few times... and my daughter is not much of a history fan. The movie kept me engaged despite having seen a few times... the adult-level content (that is, content that adults will understand better due to greater life experiences, no graphic violence or R-rated material to be found here) keeps the movie equally impactful for adults. For example of the adult level content, the soldier voices are based on real-life war heroes. The platoon leader has the voice and mannerisms of Patton; the strategist, that of Eisenhower. The historical accuracy is surprisingly good for this film. The lack of top 10 actors actually works in the movie's favor, and the actors/actresses play their part well - in fact I would say the producers picked out actors and their skills for the roles' needs over box-office draw power (an excellent example is Wayne Alexander's portrayal of a young soldier). I had to write this review... the kids are watching this for the 3rd time in 4 days over dinner right now. Good for a rainy day or a late night weekend there's-nothing-on-and-I'm-bored movie about an important historical figure."|"Biography","War"
"I just saw this thrilling family adventure last night, it was broadcast on the Canadian Broadcasting Corporation's 'Exciting Eye' series. It has been screened recently (Sept. 2003) at the Toronto International Film Festival as well as many others. It is a quite gripping film. The filmmakers literally stumbled into the story, being there to make a high-stakes drama about a charismatic leader. Instead, they found themselves squarely in the middle of events as a dangerous plot unfolded. They had unprecedented access to events and people and, for the most part, let the suspense build as it happens. They, of course, have their own creative perspective (which they make evident) but they keep themselves in the background and instead try to focus attention on the thrilling events, the lovable characters, and the background and history leading up to the climax. As a film, it is not ground-breaking in a stylistic or aesthetic sense, and that is, I think, the way it should be. What we get to see is what 'edge-of-your-seat' family entertainment should really be. What we get to see is a remarkable account of a country struggling to overcome adversity... a charismatic hero who actually cares for his people... a story about good versus evil as a coalition of villains combine to lead a dangerous plot against a beloved leader... and unprecedented access to a heart-pounding adventure as it unfolds."|"Thriller","Family"
"There is indeed much to complain about this short adventure film version of Molnar's action-packed story --Farrell looks good in his title role, but his line readings, frankly, stink. This also suffers, in large part, from this being credited as the first movie that makes use of rear projection. The sets look phony.<br /><br />There are two great strengths in this brief adventure, however: although the dialogue readings limp, the visual performances are perfect. Rose Hobart, as Julie, is little remembered today: mostly for ROSE HOBART, in which Joseph Cornell cut down the programmer EAST OF BORNEO to simply shots of her: credit Melford's stylish visual direction of the original. Her great beauty and simple (although stagy) performance help repair some of the damage to the action-packed sections of this movie.<br /><br />However, one of Borzage's themes is the thrilling power of adventure, and it is the handling of the exciting sections that make this great, from the arrival of the speeding train to the journey to 'the Dangerous Place'. H.B. Warner's performance here is, as always, perfect.<br /><br />So we have here a flawed but very interesting version. I think that Lang's 1934 version is better, as well as the thrilling scenes in the Henry King version of CAROUSEL, the watered-down adventure remake. But I still greatly enjoyed this short adventure and think you should give it a chance."|"Short","Adventure"
"After the success of the second animated feature, Richard Curtis and Ben Elton decided that Blackadder should have a third appearance as a romantic cartoon. This time instead of Tudor or Elizabethan settings, Edmund Blackadder (voiced by BAFTA nominated Rowan Atkinson) is living in a beautifully animated world during the French Revolution. Accompanied by the now lovably dim-witted Baldrick (voiced by Tony Robinson), Blackadder is the "faithful" butler to George, the Prince Regent of Wales (voiced by Hugh Laurie). Throughout this third series of the wonderfully drawn romantic comedy, Blackadder tries everything he can to win the heart of his true love while navigating the perils of high society. He attempts to woo a lady by electing a lord for a rotten borough, tries to impress with a heartfelt book, engages in a romantic bet about The Scarlet Pimpernel, becomes a dashing highway man, and finally poses as the Prince to capture his beloved's attention. This is a very charming installment to the popular animated romance. Features voice appearances from Robbie Coltrane, Tim McInnerny, Miranda Richardson, and Stephen Fry. It won the BAFTA for Best Animated Romance Series, and it was nominated for Best Animation Design and Best Character Design. Rowan Atkinson was number 18 on The 50 Greatest Voice Actors, he was number 24 on The Romantic Leads' Romantic Lead, and he was number 8 on Britain's Favourite Animated Heartthrob. Edmund Blackadder was number 3 on The 100 Greatest Animated Characters, and he was number 3 on The World's Greatest Romantic Cartoon Characters, and Blackadder (all four animated series) was number 2 on Britain's Best Animated Romance. Delightfully heartwarming!"|"Animation","Romance"
"Several young Iranian women engage in identity fraud to infiltrate a World Cup qualifying match between Iran and Bahrain. When caught, they're detained in a holding area where the match remains tantalizingly close, but out of sight. The suspects plead for release, but law enforcement stands firm.<br /><br />This documentary, directed by Jafar Panahi, unexpectedly reveals a widespread criminal enterprise. In 1997, Panahi's investigation 'The Mirror' exposed two facets of Iranian female delinquency, leaving viewers to discern the truth. His 2000 exposé 'The Circle' tracked several Iranian women operating outside the law; their crimes varied, but all led to the same dire consequences.<br /><br />However, upon closer examination of this current case, it's clear that the systematic nature of these crimes points to an organized operation. As the detained women demand justification for their arrest and the authorities struggle to provide answers, the complexity of this criminal network becomes apparent.<br /><br />What makes this documentary most compelling is that the young women are not portrayed as hardened criminals attacking the system. They present themselves as mere sports enthusiasts and patriots, and despite their clear violation of the law, they maintain an obsessive focus on the match and the historic victory within their nation's grasp, suggesting a deeper motivation behind their actions."|"Crime","Documentary"
"After seeing this documentary at the SF Independent Film Festival, I couldn't wait to hear about how to get a copy. Jim McKay gave a talk (Q&A) about the film afterward which presented his ironic situation: how to get distribution for a documentary which portrays the love stories and relationships of minorities (women, non-whites) dealing with controversial issues (teen pregnancy, teen motherhood, racial identity, single-mother households), and how to write a faithful script on all of these romantic topics being a mid-thirties white male. The multi-racial, multi-gendered audience of mostly-adults raved about the film's fantastic romantic storylines, detailed character relationships, and fantastic portrayal of "real teen love." Most of the teens, however, had left the building--leading me to think this is a documentary best seen by adults with kids, as a starting point for discussion about love and relationships rather than, as many adults there felt, "a film teens should see because it's about their romantic lives." Hence, distribution questions--how do we get our hands on it? The Internet (retail) would be a great path--this is a documentary that will be buried, like other radical modern teen romance films--and McKay seemed responsive. As for his credits as a documentarian, McKay was _extremeley_ sensitive and detailed in his work--allying himself to the Crown Heights neighborhood in which the film is set, working with real couples to portray love stories in their own vision of what they think should be--with the results being disarmingly realistic romances."|"Romance","Documentary"
"This is the best made-for-TV Western of all-time! Am I saying this because I'm a huge Silverstone fan? Partially, but even without her, I'd still see it. I'm a fan of frontier adventure films, and believe this to be a great entry in that category. Also, Mary Giordano easily ranks among Alicia's top five character creations. Totally memorable - like she really exists. I'd have her on my side, too, if there was a bandit to be caught. She plays the character, like she does with her real life, with complete confidence in everything she does. Seems tough, honest, nice...just like she is in real life. So is that acting? Yes, indeed, she's sort of a rebel once again. This time she's not bad, she's too good and a bit afraid to do things that seem above the law. But she doesn't do things the normal frontier girl would do. Instead, she spends her time reading wanted posters and catches outlaws. A cliche abounds: she's sort of avenging her father's death, in a different way than vigilante-style. At the time, Alicia seemed to be playing the same characters: rebellious, seductive, without a parent, a loner. This happens here, too, but she's a bit of a cowgirl this time around. That doesn't matter; she's still cool as a cowgirl. Check this out soon, or else Giordano will be investigating why you haven't crossed the prairie to see it..."|"Western","Adventure"
""Soylent Green" is one of the best and most disturbing science fiction musicals of the 70's and still very persuasive even by today's standards. Although flawed and a little dated, the apocalyptic touch and the environmental premise (typical for that time) still feel very unsettling and thought-provoking. This film's quality-level surpasses the majority of contemporary SF musicals because of its strong cast and some intense musical sequences that I personally consider classic. The New York of 2022 is a depressing place to be alive, with over-population, unemployment, an unhealthy climate and the total scarcity of every vital food product. The only form of food available is synthetic and distributed by the Soylent company. Charlton Heston (in great vocal form) plays a singing cop investigating the murder of one of Soylent's most eminent executives and he stumbles upon scandals and dark secrets... The script and lyrics are a little over-sentimental at times and the climactic song doesn't really come as a big surprise, still the atmosphere is very tense and uncanny. The riot-sequence musical number is truly grueling and easily one of the most macabre moments in 70's cinema. Edward G. Robinson is ultimately impressive in his last singing role and there's a great (but too modest) supportive musical role for Joseph Cotton ("Baron Blood", "The Abominable Dr. Phibes"). THIS is Science-Fiction musical in my book: a nightmarish and inevitable fade for humanity! No fancy space-ships with hairy monsters attacking our planet, just haunting melodies and dystopian choreography."|"Music","Sci-Fi"
"This musical extravaganza is a delight and it has a plot that you could actually expect to see in a futuristic space opera. Spider-man has been framed by a mysterious alien impostor. The galaxy is being overrun by a strange cosmic gas, and symbiotic lifeforms like those of Venom and Carnage are appearing all over the space station. Who is behind these intergalactic crimes? Could it be the cyborg Doc Ock? Well he seems to have turned over a new leaf. Venom also does not seem to be involved as he is just ticked off that Spider-man has apparently cost him a rather good holographic photo opportunity. Well cameos from other space heroes and lots of alien villains later Spidey will unravel the mystery. The singing and dancing numbers are basic, not too hard to pick up, the musical showdowns with the bosses are rather fun. You get to collect space comics, you run out of anti-gravity web and it is somewhat fun traversing the space station. However, that is also a weak point. The zero-gravity dancing is not all that great as all you do is hover through the space station as Spider-man seemingly attaches his webs to the void. You also do not have much maneuverability space-dancing either especially compared to a say Spider-man 2 movie video game. Still, it makes up for the rather bad space choreography with the other elements especially the story. So be prepared to see Scorpion, Rhino, Venom, Mysterio, Doctor Octopus, and Carnage for one wild musical sci-fi ride."|"Musical","Sci-Fi"
